avg_vol_3month,c_level,company_name,e_score,ebitda,employees,enterprise_value,fifty_day_moving_avg,forward_pe,g_score,held_by_insiders,held_by_institutions,hq,industry,market_cap,peg_ratio,profit_margin,return_on_assets,return_on_equity,revenue,s_score,sector,ticker_name,tot_cash,tot_debt,tot_esg_score,trailing_pe,twohundred_day_moving_avg
1.36M,,"The Chefs' Warehouse, Inc.",,70.55M,"2,447",891.24M,14.22, ,,16.15%,81.82%,"100 East Ridge Road Ridgefield, CT 06877",Food Distribution,446.95M, ,0.56%,2.96%,2.86%,1.61B,,Consumer Defensive,CHEF,193.52M,637.81M,,41.88,20.09
9.85k,,The Community Financial Corporation,,N/A,196, ,23.05, ,,12.91%,37.33%,"3035 Leonardtown Road Waldorf, MD 20601",Banks—Regional,132.42M, ,25.28%,0.80%,8.21%,55.95M,,Financial Services,TCFC,30.86M,114.75M,,8.89,25.55
66.35k,,"The Dixie Group, Inc.",,14.91M,"1,526",129.37M,0.8782, ,,11.62%,39.26%,"475 Reed Road Dalton, GA 30720",Textile Manufacturing,14.23M, ,5.25%,0.87%,32.32%,366.55M,,Consumer Cyclical,DXYN,19k,117.75M,,0.75,0.9496
326.75k,,"The Ensign Group, Inc.",,207.03M,"24,500",3.74B,42.94,18.55,,5.63%,87.60%,29222 Rancho Viejo Road Suite 127,Medical Care Facilities,2.45B,1.24,5.76%,4.23%,16.92%,2.15B,,Healthcare,ENSG,78.24M,1.36B,,23.08,41.83
161.32k,,The ExOne Company,,-10.51M,271,138.20M,8.91,26.04,,31.12%,35.79%,"127 Industry Boulevard North Huntingdon, PA 15642",Specialty Industrial Machinery,148.90M, ,-24.96%,-12.62%,-27.82%,57.08M,,Industrials,XONE,16.81M,6.12M,, ,7.45
89.05k,,"The First Bancshares, Inc.",,N/A,676, ,21.45,9.17,,4.28%,56.50%,6480 U.S. Highway 98 West Suite A,Banks—Regional,443.38M, ,30.24%,1.17%,8.79%,146.89M,,Financial Services,FBMS,286.76M,205.46M,,8.25,24.27
98k,,The First of Long Island Corporation,,N/A,341, ,15.33,9.41,,5.66%,56.31%,"10 Glen Head Road Glen Head, NY 11545",Banks—Regional,356.73M, ,36.88%,0.96%,10.45%,108.08M,,Financial Services,FLIC,120.21M,536.13M,,9.23,17.52
6.09M,3,The Goodyear Tire & Rubber Company,5.0,1.24B,"63,000",8.69B,9.13,9.82,8.1,0.28%,86.55%,"200 Innovation Way Akron, OH 44316-0001",Auto Parts,2.25B, ,-6.12%,1.63%,-19.94%,14.2B,5.4,Consumer Cyclical,GT,971M,7.41B,18,18.97,9.09
187.13k,,"The Hackett Group, Inc.",,40.44M,"1,243",418.29M,13.71,25.97,,17.38%,80.02%,1001 Brickell Bay Drive Suite 3000 30th Floor,Information Technology Services,432.26M,1.92,8.23%,11.78%,16.09%,263.65M,,Technology,HCKT,23.28M,9.32M,,21.52,14.25
739,,The InterGroup Corporation,,16.1M,28,229.07M,26.41, ,,65.09%,8.69%,12121 Wilshire Boulevard Suite 610,Lodging,58.95M, ,-1.68%,5.76%,N/A,71.2M,,Consumer Cyclical,INTG,10.85M,178.12M,,29.26,29.78
104.78k,,The Joint Corp.,,5.42M,150,203.76M,14.92,204.08,,3.22%,73.77%,16767 North Perimeter Drive Suite 240,Medical Care Facilities,197.92M, ,6.20%,5.03%,70.84%,51.42M,,Healthcare,JYNT,10.71M,16.56M,,64.52,13.90
568.74k,,The Lovesac Company,,-8.63M,336,381.58M,25.75, ,,10.98%,112.20%,Two Landmark Square Suite 300,"Furnishings, Fixtures & Appliances",427.06M, ,-5.86%,-8.28%,-18.98%,246.79M,,Consumer Cyclical,LOVE,45.48M,N/A,,16.01,14.46
1.24M,,"The Meet Group, Inc.",,28.76M,330,458.07M,6.23,14.58,,7.68%,68.33%,"100 Union Square Drive New Hope, PA 18938",Internet Content & Information,449.85M,0.56,3.53%,3.68%,3.84%,217.25M,,Communication Services,MEET,32.11M,41.09M,,62.65,5.99
5.25M,,"The Michaels Companies, Inc.",,505.79M,"12,000",5.04B,6.69,6.38,,0.47%,117.40%,"8000 Bent Branch Drive Irving, TX 75063",Specialty Retail,1.03B, ,3.59%,6.42%,N/A,4.78B,,Consumer Cyclical,MIK,926.83M,4.96B,,6.31,4.50
872.07k,,"Office Depot, Inc.",,541M,"40,000",2.24B,23.28,10.16,,1.72%,93.72%,"6600 North Military Trail Boca Raton, FL 33496",Specialty Retail,1.26B, ,1.28%,3.52%,6.41%,10.6B,,Consumer Cyclical,ODP,842M,1.83B,,9.56,21.99
100.65k,,"The ONE Group Hospitality, Inc.",,11.84M,"3,400",180.54M,1.6888, ,,36.94%,33.17%,1624 Market Street Suite 311,Restaurants,40.94M, ,11.09%,2.03%,73.38%,138.62M,,Consumer Cyclical,STKS,8.16M,147.76M,,2.78,2.3098
46.37k,,"The Peck Company Holdings, Inc.",,630.89k,50,28.59M,4.0228, ,,72.87%,7.69%,4050 Williston Road Suite 511,Solar,20.77M, ,-4.36%,0.02%,-28.34%,28.36M,,Technology,PECK,56.55k,8.56M,,699.00,3.6309
149.76k,,"The Pennant Group, Inc.",,22.95M,"4,700",916.79M,22.80,39.06,,5.21%,84.25%,1675 East Riverside Drive Suite 150,Medical Care Facilities,577.71M, ,1.19%,2.97%,6.32%,352.47M,,Healthcare,PNTG,4.83M,343.91M,,137.81,22.70
2.25M,,"The RealReal, Inc.",,-99.74M,"2,353",1.08B,13.79, ,,6.60%,107.00%,55 Francisco Street 6th floor,Specialty Retail,1.25B, ,-34.33%,-19.97%,-56.88%,325.69M,,Consumer Cyclical,REAL,303.25M,134.38M,, ,12.73
417.11k,,"The Shyft Group, Inc.",,69.18M,"1,768",702.66M,16.53,17.18,,9.63%,73.64%,"41280 Bridge Street Novi, MI 48375",Farm & Heavy Construction Machinery,628.72M, ,-0.81%,9.21%,23.72%,761.28M,,Industrials,SHYF,40.9M,114.84M,,14.54,16.79
1.31M,,The Simply Good Foods Company,,130.78M,150,2.77B,19.98,26.81,,10.84%,91.11%,1225 17th Street Suite 1000,Packaged Foods,2.24B,1.91,3.87%,4.72%,2.77%,733.54M,,Consumer Defensive,SMPL,111.13M,677.8M,,78.13,19.82
54.57k,,The York Water Company,,30.51M,106,732.46M,46.97,40.32,,1.27%,42.76%,"130 East Market Street York, PA 17401",Utilities—Regulated Water,631.08M, ,29.63%,3.96%,11.84%,52.62M,,Utilities,YORW,2k,104.28M,,40.38,44.78
1.38M,,The9 Limited,,N/A,61,120.11M,0.7621, ,,24.70%,0.19%,No. 130 Wu Song Road 17th Floor Hong Kou District,Electronic Gaming & Multimedia,44.33M, ,0.00%,-46.96%,N/A,N/A,,Communication Services,NCTY,N/A,N/A,, ,0.7067
87.86k,,Therapeutics Acquisition Corp,,N/A,, ,14.05, ,,N/A,N/A,200 Berkeley Street 18th Floor,Shell Companies,, ,0.00%,N/A,N/A,N/A,,Financial Services,TXAC,25k,N/A,, ,14.05
6.1M,,"TherapeuticsMD, Inc.",,-161.73M,348,621.80M,1.4741, ,,12.67%,71.24%,951 Yamato Road Suite 220,Drug Manufacturers—Specialty & Generic,537.93M, ,0.00%,-45.51%,"-2,499.18%",57.95M,,Healthcare,TXMD,170.1M,253.96M,, ,1.5612
294.47k,,Theratechnologies Inc.,,-6.13M,42,195.04M,2.1068,61.73,,1.45%,16.34%,2015 Peel Street 11th Floor,Drug Manufacturers—Specialty & Generic,172.15M, ,-28.21%,-7.82%,-78.85%,65.39M,,Healthcare,THTX,31.64M,54.53M,, ,2.2638
454.54k,,"Theravance Biopharma, Inc.",,-246.53M,316,1.57B,22.22, ,,19.38%,80.87%,Ugland House South Church Street PO Box 309,Biotechnology,1.40B, ,-280.80%,-27.57%,N/A,87.94M,,Healthcare,TBPH,513.31M,655.16M,, ,24.91
694k,,"ThermoGenesis Holdings, Inc.",,-2.95M,50,31.34M,5.3953,29.15,,12.10%,4.07%,"2711 Citrus Road Rancho Cordova, CA 95742",Medical Devices,31.57M, ,-92.04%,-13.35%,-235.12%,13.29M,,Healthcare,THMO,5.72M,5.61M,, ,5.4879
137.59k,,"Thunder Bridge Acquisition II, Ltd.",,N/A,,449.49M,10.21, ,,0.29%,51.26%,9912 Georgetown Pike Suite D203,Shell Companies,449.79M, ,0.00%,N/A,N/A,N/A,,Financial Services,THBR,304.21k,N/A,, ,10.00
7.61k,,"Thunder Bridge Acquisition II, Ltd.",,N/A,, ,10.83, ,,0.00%,44.34%,9912 Georgetown Pike Suite D203,Shell Companies,, ,0.00%,N/A,N/A,N/A,,Financial Services,THBRU,304.21k,N/A,, ,10.54
16.21k,,"Timberland Bancorp, Inc.",,N/A,, ,17.58, ,,13.94%,58.01%,"624 Simpson Avenue Hoquiam, WA 98550",Banks—Regional,138.02M, ,37.73%,1.87%,14.10%,63.6M,,Financial Services,TSBK,250.62M,12.76M,,5.87,20.40
63.66k,,Tiptree Inc.,,-22.98M,979,581.46M,5.89, ,,34.17%,41.29%,299 Park Avenue 13th Floor,Insurance—Specialty,195.63M, ,-6.41%,-1.10%,-12.11%,710.9M,,Financial Services,TIPT,119.89M,462.1M,,42.92,6.17
139.25k,,Titan Machinery Inc.,,56.48M,"1,612",734.53M,10.74, ,,15.60%,80.23%,"644 East Beaton Drive West Fargo, ND 58078-2648",Industrial Distribution,251.48M, ,1.25%,1.86%,4.93%,1.34B,,Industrials,TITN,50.84M,533.89M,,15.03,10.39
4.3M,,Titan Medical Inc.,,-44.72M,,62.08M,0.9500, ,,0.17%,3.55%,155 University Avenue Suite 750,Medical Devices,63.82M, ,0.00%,-140.27%,N/A,N/A,,Healthcare,TMDI,1.76M,25.13k,, ,0.5023
13.78M,,"Titan Pharmaceuticals, Inc.",,-16.54M,21,27.07M,0.3238, ,,0.30%,5.68%,400 Oyster Point Boulevard Suite 505,Biotechnology,30.58M, ,0.00%,-84.94%,-420.72%,4M,,Healthcare,TTNP,8.04M,4.53M,, ,0.2783
962.92k,,"Tivity Health, Inc.",,206.14M,"1,000",1.66B,11.42,47.17,,3.27%,131.29%,"701 Cool Springs Boulevard Franklin, TN 37067",Medical Care Facilities,617.23M,0.66,-38.98%,5.09%,-186.41%,1.25B,,Healthcare,TVTY,83.03M,1.17B,,14.03,12.29
289.97k,,Tiziana Life Sciences PLC,,-9.92M,8,356.11M,7.42, ,,0.00%,13.22%,55 Park Lane London W1K 1NA,Biotechnology,355.51M, ,0.00%,-133.38%,N/A,N/A,,Healthcare,TLSA,200k,820k,, ,4.18
7.86M,3,"T-Mobile US, Inc.",4.7,13.29B,"53,000",168.15B,105.39,36.90,7.7,44.09%,48.69%,"12920 SE 38th Street Bellevue, WA 98006-1350",Telecom Services,129.47B,1.91,7.80%,4.81%,12.73%,45.03B,14.6,Communication Services,TMUS,1.11B,44.32B,27,25.74,92.51
22.59M,,Tonix Pharmaceuticals Holding Corp.,,-29.8M,16,164.52M,0.7582, ,,0.05%,7.00%,509 Madison Avenue Suite 1608,Biotechnology,194.90M, ,0.00%,-69.11%,-120.91%,N/A,,Healthcare,TNXP,30.66M,281k,, ,0.8454
98.23M,,Top Ships Inc.,,28.69M,1,396.26M,0.1347, ,,0.00%,1.17%,1 Vasilisis Sofias & Megalou Alexandro S Marousi 151 24,Marine Shipping,91.67M, ,-22.35%,2.89%,-14.07%,66.09M,,Industrials,TOPS,4.49M,280.13M,, ,0.3165
776.74k,,"Torchlight Energy Resources, Inc.",,-3.15M,2,54.17M,0.3750, ,,25.45%,7.93%,5700 West Plano Parkway Suite 3600,Oil & Gas E&P,38.39M, ,0.00%,-12.94%,-73.07%,520.05k,,Energy,TRCH,82.65k,15.86M,, ,0.4701
81.11k,,TORM plc,,234.05M,455,1.34B,7.26, ,,0.05%,79.64%,Birchin Court 20 Birchin Lane,Oil & Gas Midstream,546.97M, ,26.47%,4.14%,20.84%,752.51M,,Energy,TRMD,129.3M,920.3M,,2.71,7.92
8.43k,,Tottenham Acquisition I Limited,,N/A,,41.75M,10.81, ,,22.88%,59.28%,Lucky Building Unit 902 39-41 Wellington Street,Shell Companies,40.70M, ,0.00%,-0.91%,6.99%,N/A,,Financial Services,TOTA,328.9k,1.82M,, ,10.62
1,,Tottenham Acquisition I Limited,,N/A,, ,10.65, ,,22.88%,7.72%,Lucky Building Unit 902 39-41 Wellington Street,Shell Companies,, ,0.00%,-0.91%,6.99%,N/A,,Financial Services,TOTAU,328.9k,1.82M,, ,10.58
3.74M,,"ToughBuilt Industries, Inc.",,-9.8M,24,32.45M,0.8035, ,,4.92%,10.81%,25371 Commercentre Drive Suite 200,Tools & Accessories,26.79M, ,-47.59%,-58.05%,N/A,17.98M,,Industrials,TBLT,2.68M,5.36M,, ,1.4637
416.48k,,Tower Semiconductor Ltd.,,285.13M,,2.04B,20.47,22.03,,7.08%,54.69%,Ramat Gavriel Industrial Park 20 Shaul Amor Avenue PO Box 619,Semiconductors,2.48B, ,6.61%,2.50%,5.91%,1.22B,,Technology,TSEM,720.64M,283.1M,,31.28,19.99
864.96k,,"Town Sports International Holdings, Inc.",,39.45M,"1,900",788.85M,0.6082, ,,14.94%,56.32%,1001 US North Highway 1 Suite 201,Leisure,12.37M, ,-3.98%,0.15%,N/A,466.76M,,Consumer Cyclical,CLUB,18.81M,795.28M,, ,1.0125
204.05k,,TowneBank,,N/A,"2,446", ,18.37, ,,9.58%,49.56%,"5716 High Street Portsmouth, VA 23703",Banks—Regional,1.37B, ,24.45%,1.02%,8.42%,546.83M,,Financial Services,TOWN,140.1M,2.33B,,10.22,20.93
475.75k,,"TPI Composites, Inc.",,71.09M,"13,300",1.28B,24.06,74.63,,1.65%,104.69%,Gainey Center II Suite 100 8501 North Scottsdale Road,Specialty Industrial Machinery,1.01B,0.81,-0.27%,2.50%,-2.03%,1.49B,,Industrials,TPIC,111.77M,392.03M,, ,20.05
414.09k,,"TRACON Pharmaceuticals, Inc.",,-19M,19,526.70k,1.9512, ,,2.80%,25.34%,4350 La Jolla Village Drive Suite 800,Biotechnology,9.96M, ,0.00%,-47.60%,-221.53%,N/A,,Healthcare,TCON,14.13M,5.55M,, ,2.3695
1.45M,2,Tractor Supply Company,3.3,1.12B,"38,000",19.81B,132.69,26.39,4.2,0.46%,89.05%,"5401 Virginia Way Brentwood, TN 37027",Specialty Retail,16.88B,2.25,7.40%,9.60%,42.51%,9.31B,8.2,Consumer Cyclical,TSCO,1.21B,3.33B,16,30.80,104.75
1.15M,,Tradeweb Markets Inc.,,N/A,919, ,59.04,43.10,,0.20%,79.11%,"1177 Avenue of the Americas New York, NY 10036",Capital Markets,12.49B, ,15.51%,3.84%,4.16%,823.38M,,Financial Services,TW,424.36M,33.37M,,87.86,52.38
19.84k,,Trans World Entertainment Corporation,,-28.72M,148,44.11M,6.71, ,,67.26%,23.13%,2818 North Sullivan Road Suite 130,Specialty Retail,11.17M, ,-18.02%,-17.59%,-172.16%,325.94M,,Consumer Cyclical,TWMC,2.98M,35.92M,, ,4.60
20.44k,,TransAct Technologies Incorporated,,-558k,134,34.67M,4.6791, ,,3.99%,51.65%,One Hamden Center Suite 3B 2319 Whitney Avenue,Computer Hardware,30.16M, ,-2.75%,-2.99%,-4.60%,44.45M,,Technology,TACT,615k,5.13M,,28.83,6.2549
28.53k,,"Transcat, Inc.",,16.77M,722,249.84M,25.76,32.26,,12.73%,69.35%,"35 Vantage Point Drive Rochester, NY 14624",Industrial Distribution,215.14M, ,4.21%,5.18%,11.15%,169.61M,,Industrials,TRNS,366k,35.06M,,30.24,27.69
166.11k,,TransGlobe Energy Corporation,,86.93M,69,58.99M,0.5944,1.57,,9.21%,37.96%,250 - 5th Street SW Suite 2300,Oil & Gas E&P,44.77M, ,-32.32%,-5.11%,-27.64%,155.98M,,Energy,TGA,23.83M,38.05M,,1.14,0.7403
1.87M,,"Translate Bio, Inc.",,-96.38M,93,1.14B,17.97, ,,18.09%,86.33%,"29 Hartwell Avenue Lexington, MA 02421",Biotechnology,1.28B, ,0.00%,-21.21%,-79.38%,10.98M,,Healthcare,TBIO,155.1M,12.5M,,21.54,12.59
193.49k,,"TransMedics Group, Inc.",,-30.31M,109,439.96M,16.79, ,,23.26%,76.49%,200 Minuteman Road Suite 302,Medical Devices,478.25M, ,-134.19%,-29.17%,-204.11%,26.46M,,Healthcare,TMDX,72.55M,34.27M,, ,16.27
328.39k,,TravelCenters of America Inc.,,168.69M,"15,279",2.40B,16.29, ,,17.56%,31.26%,24601 Center Ridge Road Suite 200,Specialty Retail,121.78M, ,0.46%,1.40%,5.12%,5.99B,,Consumer Cyclical,TA,20.32M,2.3B,,4.19,13.43
204.76k,,Travelzoo,,1.86M,418,77.54M,6.17,9.07,,58.95%,39.75%,590 Madison Avenue 37th Floor,Travel Services,61.98M, ,-5.43%,0.49%,-50.05%,102.58M,,Consumer Cyclical,TZOO,12.24M,27.69M,,14.26,6.85
1.4M,,"Trean Insurance Group, Inc.",,40.32M,240,807.85M,16.40, ,,N/A,N/A,"150 Lake Street West Wayzata, MN 55391",Insurance—Specialty,843.86M, ,29.29%,N/A,N/A,110.75M,,Financial Services,TIG,70.66M,34.65M,,23.08,16.40
47.69k,,Tremont Mortgage Trust,,N/A,,51.44M,2.9934,3.42,,1.02%,27.76%,Two Newton Place Suite 300 255 Washington Street,REIT—Mortgage,19.77M, ,61.23%,2.47%,8.12%,9.68M,,Real Estate,TRMT,10.2M,195.57M,,3.04,3.4675
3.23M,,"Trevena, Inc.",,-26.46M,24,187.05M,1.6285, ,,3.06%,20.53%,955 Chesterbrook Boulevard Suite 110,Biotechnology,206.86M, ,0.00%,-30.43%,-67.64%,31k,,Healthcare,TRVN,28.09M,8.28M,, ,1.0237
89.22k,,"Trevi Therapeutics, Inc.",,-30.43M,19,42.98M,5.45, ,,7.49%,95.05%,195 Church Street 14th Floor,Biotechnology,95.29M, ,0.00%,-53.33%,-99.94%,N/A,,Healthcare,TRVI,52.64M,332k,, ,4.23
176.44k,,Tribune Publishing Company,,76.4M,"4,114",433.73M,9.80, ,,39.98%,61.82%,"160 North Stetson Avenue Chicago, IL 60601",Publishing,357.26M, ,-4.79%,2.84%,-10.30%,955.11M,,Communication Services,TPCO,48.79M,125.26M,,107.25,9.86
598.83k,,"Tricida, Inc.",,-213.14M,141,503.37M,24.19, ,,2.90%,100.86%,7000 Shoreline Court Suite 201,Drug Manufacturers—Specialty & Generic,718.81M, ,0.00%,-48.97%,-118.66%,N/A,,Healthcare,TCDA,284.29M,68.86M,,2.26,28.48
114.04k,,TriCo Bancshares,,N/A,"1,125", ,28.84,15.36,,8.42%,66.17%,"63 Constitution Drive Chico, CA 95973",Banks—Regional,862.46M, ,28.38%,1.32%,9.94%,301.13M,,Financial Services,TCBK,95.36M,106.64M,,10.40,31.13
22.2k,,Trident Acquisitions Corp.,,N/A,,144.26M,10.83, ,,14.99%,55.70%,77 Water Street 8th Floor,Shell Companies,143.49M, ,0.00%,-0.50%,34.76%,N/A,,Financial Services,TDAC,637.21k,1.41M,, ,10.65
20,,Trident Acquisitions Corp.,,N/A,, ,12.43, ,,0.00%,1.41%,77 Water Street 8th Floor,Shell Companies,, ,0.00%,-0.50%,34.76%,N/A,,Financial Services,TDACU,637.21k,1.41M,, ,11.03
1.87M,,Trillium Therapeutics Inc.,,-38.01M,,534.68M,7.92, ,,0.07%,32.72%,"2488 Dunwin Drive Mississauga, ON L5L 1J9",Biotechnology,646.58M, ,0.00%,-26.48%,-178.51%,124k,,Healthcare,TRIL,135.06M,939k,, ,5.43
200.3k,,TriMas Corporation,,132.61M,"3,500",1.26B,23.61, ,,1.14%,102.52%,38505 Woodward Avenue Suite 200,Specialty Industrial Machinery,988.87M, ,12.64%,4.44%,9.20%,732.95M,,Industrials,TRS,206.11M,474.8M,,17.00,24.86
1.17M,1,Trimble Inc.,3.3,640.4M,"11,484",12.96B,43.17,23.15,5.3,0.51%,91.86%,"935 Stewart Drive Sunnyvale, CA 94085",Scientific & Technical Instruments,11.10B,4.63,15.79%,4.33%,17.59%,3.26B,3.8,Technology,TRMB,216.8M,2.08B,12,21.89,38.83
959.76k,,Trinity Biotech plc,,11.16M,579,154.53M,2.4026, ,,18.25%,44.40%,IDA Business Park Bray,Diagnostics & Research,68.76M, ,-34.52%,2.35%,-137.64%,89.59M,,Healthcare,TRIB,13.24M,82.19M,, ,1.4668
5.66M,2,Trip.com Group Limited,4.3,N/A,"44,300",18.51B,26.85,18.69,9.6,4.37%,63.58%,968 Jin Zhong Road Shanghai 200335,Travel Services,16.32B,0.66,-9.17%,0.85%,-3.00%,N/A,11.1,Consumer Cyclical,TCOM,N/A,N/A,25,64.71,27.78
4.13M,2,"TripAdvisor, Inc.",3.2,194M,"3,912",2.66B,19.78,10.09,6.8,15.77%,89.85%,"400 1st Avenue Needham, MA 02494",Travel Services,2.73B,1.33,5.75%,3.63%,6.63%,1.46B,10.6,Consumer Cyclical,TRIP,798M,725M,21,34.46,21.64
167.3k,,"TriState Capital Holdings, Inc.",,N/A,276, ,14.92,9.13,,18.05%,75.64%,One Oxford Centre Suite 2700 301 Grant Street,Banks—Regional,411.65M, ,30.35%,0.68%,8.88%,178.72M,,Financial Services,TSC,724.94M,395.55M,,7.70,16.21
4.67k,,"TriState Capital Holdings, Inc.",,N/A,276, ,23.13,14.03,,0.00%,0.01%,One Oxford Centre Suite 2700 301 Grant Street,Banks—Regional,568.63M, ,30.35%,0.68%,8.88%,178.72M,,Financial Services,TSCAP,724.94M,395.55M,,13.93,24.48
8.34k,,"TriState Capital Holdings, Inc.",,N/A,276, ,22.78, ,,0.00%,12.62%,One Oxford Centre Suite 2700 301 Grant Street,Banks—Regional,, ,30.35%,0.68%,8.88%,178.72M,,Financial Services,TSCBP,724.94M,395.55M,, ,23.26
144.44k,,"Triumph Bancorp, Inc.",,N/A,"1,107", ,24.23,10.03,,9.37%,78.68%,12700 Park Central Drive Suite 1700,Banks—Regional,665.18M, ,15.12%,0.77%,6.16%,264.68M,,Financial Services,TBK,437.06M,588.95M,,16.92,28.61
23.86k,,"Triumph Bancorp, Inc.",,N/A,"1,107", ,24.45, ,,N/A,N/A,12700 Park Central Drive Suite 1700,Banks—Regional,, ,15.12%,0.77%,6.16%,264.68M,,Financial Services,TBKCP,437.06M,588.95M,, ,24.45
1.02M,,"TrueCar, Inc.",,-28.79M,709,172.98M,2.8424,135.14,,9.85%,90.79%,120 Broadway Suite 200,Internet Content & Information,314.84M, ,-14.55%,-5.34%,-15.46%,351.82M,,Communication Services,TRUE,182.86M,41M,, ,2.9068
374.05k,,"Trupanion, Inc.",,4.16M,738,1.75B,43.17,3.33k,,14.14%,104.91%,6100 4th Avenue South Suite 200,Insurance—Specialty,1.82B, ,-0.40%,-0.31%,-1.23%,408.26M,,Financial Services,TRUP,103.31M,29.84M,, ,33.63
577.26k,,TrustCo Bank Corp NY,,N/A,806, ,6.16, ,,2.36%,69.05%,"5 Sarnowski Drive Glenville, NY 12302",Banks—Regional,589.69M, ,31.90%,0.98%,9.95%,166.72M,,Financial Services,TRST,952.84M,230.99M,,11.14,6.46
402.2k,,Trustmark Corporation,,N/A,"2,761", ,23.57, ,,10.30%,67.86%,"248 East Capitol Street Jackson, MS 39201",Banks—Regional,1.48B, ,22.96%,1.01%,8.60%,606.82M,,Financial Services,TRMK,479M,612.59M,,10.81,26.20
52.02k,,"Trxade Group, Inc.",,515.21k,29,40.68M,6.08,45.25,,69.43%,5.56%,"3840 Land O' Lakes Boulevard Land O'Lakes, FL 34639",Pharmaceutical Retailers,47.41M, ,-2.82%,4.32%,-4.23%,8.13M,,Healthcare,MEDS,7.7M,976.84k,,3.26k,5.60
122k,,"TTEC Holdings, Inc.",,208.81M,"48,700",1.69B,45.43, ,,61.29%,36.13%,"9197 South Peoria Street Englewood, CO 80112",Information Technology Services,2.21B, ,4.74%,5.82%,21.69%,1.68B,,Technology,TTEC,520.37M,880.09M,,27.96,40.23
1.12M,,"TTM Technologies, Inc.",,329.26M,"25,700",2.37B,11.62, ,,6.90%,115.15%,200 East Sandpointe Suite 400,Electronic Components,1.24B, ,1.64%,2.15%,2.54%,2.65B,,Technology,TTMI,361.99M,1.52B,,38.97,12.00
40.8k,,Tucows Inc.,,50.38M,633,755.66M,59.16, ,,11.97%,64.63%,"96 Mowat Avenue Toronto, ON M6K 3M1",Software—Infrastructure,643.78M, ,4.51%,4.47%,17.26%,342.18M,,Technology,TCX,12.45M,124.33M,,42.60,56.09
695.63k,,Tuniu Corporation,,N/A,"6,188",-103.88M,1.2083,15.08,,2.50%,21.92%,"Tuniu Building No. 699-32, Xuanwudadao Xuanwu District",Travel Services,134.47M, ,-37.54%,-8.97%,-27.07%,N/A,,Consumer Cyclical,TOUR,N/A,N/A,, ,1.3033
388.1k,,"Turning Point Therapeutics, Inc.",,-93.06M,102,2.28B,63.80, ,,6.31%,88.18%,10628 Science Center Drive Suite 200,Biotechnology,2.66B, ,0.00%,-23.81%,-51.03%,N/A,,Healthcare,TPTX,380.78M,4.76M,, ,56.11
147.11k,,Tuscan Holdings Corp.,,N/A,,361.77M,10.17, ,,21.02%,61.33%,135 East 57th Street 18th Floor,Shell Companies,361.97M, ,0.00%,N/A,N/A,N/A,,Financial Services,THCB,195.98k,N/A,, ,10.04
2.14k,,Tuscan Holdings Corp.,,N/A,, ,10.50, ,,0.00%,23.83%,135 East 57th Street 18th Floor,Shell Companies,, ,0.00%,N/A,N/A,N/A,,Financial Services,THCBU,195.98k,N/A,, ,10.36
86.33k,,"Twin Disc, Incorporated",,14.03M,873,129.02M,5.84,8.80,,23.27%,60.98%,"1328 Racine Street Racine, WI 53403",Specialty Industrial Machinery,81.24M, ,-14.96%,0.53%,-23.41%,259.91M,,Industrials,TWIN,8.43M,59.59M,,100.18,7.26
541.58k,,Twist Bioscience Corporation,,-119.17M,414,2.34B,46.73, ,,23.48%,74.83%,"681 Gateway Boulevard South San Francisco, CA 94080",Diagnostics & Research,2.53B, ,-222.66%,-33.70%,-77.17%,65.8M,,Healthcare,TWST,230.06M,40.48M,, ,34.41
566.65k,,"U.S. Concrete, Inc.",,156.9M,"3,173",1.29B,25.02,68.03,,4.98%,97.14%,"331 North Main Street Euless, TX 76039",Building Materials,447.48M,0.26,0.98%,2.65%,4.59%,1.48B,,Basic Materials,USCR,26.4M,864.6M,,30.50,24.88
1.1M,,"U.S. Auto Parts Network, Inc.",,1.56M,843,508.32M,9.76, ,,27.88%,40.76%,"16941 Keegan Avenue Carson, CA 90746",Internet Retail,503.54M, ,-9.85%,-2.92%,-110.79%,293.74M,,Consumer Cyclical,PRTS,14.15M,18.92M,, ,4.79
203.25k,,U.S. Energy Corp.,,1.06M,2,9.07M,5.71, ,,49.42%,1.93%,675 Bering Drive Suite 100,Oil & Gas E&P,10.08M, ,-15.73%,1.30%,-7.60%,5.54M,,Energy,USEG,1.37M,360k,, ,4.63
1.31M,,"U.S. Well Services, Inc.",,87.6M,871,339.95M,0.5144, ,,9.14%,72.04%,1360 Post Oak Boulevard Suite 1800,Oil & Gas Midstream,33.40M, ,-50.10%,-7.41%,-247.42%,487.02M,,Energy,USWS,9.07M,315.62M,, ,0.7393
31.75k,,uCloudlink Group Inc.,,11.23M,777,343.27M,15.50, ,,N/A,N/A,"One Pacific Centre 21st Floor, Room 2118-2119 414 Kwun Tong Road Kwun Tong",Telecom Services,371.37M, ,3.81%,N/A,N/A,167.25M,,Communication Services,UCL,36.79M,6.41M,,551.84,18.52
314.01k,,"UFP Industries, Inc.",,343.91M,"12,000",3.54B,48.87,21.37,,2.58%,83.42%,"2801 East Beltline Avenue, NE Grand Rapids, MI 49525",Lumber & Wood Production,3.34B, ,4.42%,8.79%,15.98%,4.44B,,Basic Materials,UFPI,219.74M,163.84M,,18.35,44.85
